Evolutionary Prisoner's Dilemma Tournament Results
Generated on,2025-06-02 13:07:27
Termination Probability,10%
OpenAI Model Used,gpt-3.5-turbo
Gemini Model Used,gemini-1.5-flash-preview-0514 

SECTION 1: POPULATION HISTORY
Phase,Alternator,Bayesian,Gemini,GenerousTFT,Gradual,GrimTrigger,OpenAI,Prober,Random,SuspiciousTFT,TitForTat,WinStayLoseShift
Phase 1,2,2,2,2,2,2,2,2,2,2,2,2
Phase 2,2,2,2,2,2,3,2,2,1,2,2,2
Phase 3,1,2,2,2,2,3,2,1,1,2,2,4
Phase 4,1,3,2,2,2,4,2,1,0,0,2,5
Phase 5,0,3,2,2,2,5,2,0,0,0,2,6

SECTION 2: STRATEGY PERFORMANCE BY PHASE
Phase,Strategy,ScorePerMove,ScorePerMatch,TotalScore,TotalRounds,MatchesPlayed
Phase 1,GrimTrigger,2.786,22.587,1039,373,46
Phase 1,GenerousTFT,2.779,28.761,1323,476,46
Phase 1,Bayesian,2.766,29.761,1369,495,46
Phase 1,TitForTat,2.763,21.5,989,358,46
Phase 1,Gradual,2.726,30.935,1423,522,46
Phase 1,Gemini,2.698,24.283,1117,414,46
Phase 1,WinStayLoseShift,2.537,23.935,1101,434,46
Phase 1,OpenAI,2.501,25.065,1153,461,46
Phase 1,SuspiciousTFT,2.438,19.609,902,370,46
Phase 1,Alternator,2.304,24.043,1106,480,46
Phase 1,Prober,2.244,18.826,866,386,46
Phase 1,Random,2.084,18.978,873,419,46
Phase 2,WinStayLoseShift,2.775,29.022,1335,481,46
Phase 2,TitForTat,2.746,28.478,1310,477,46
Phase 2,GenerousTFT,2.743,28.022,1289,470,46
Phase 2,Bayesian,2.737,28.674,1319,482,46
Phase 2,Gemini,2.58,23.109,1063,412,46
Phase 2,GrimTrigger,2.51,21.754,1501,598,69
Phase 2,OpenAI,2.499,27.109,1247,499,46
Phase 2,Gradual,2.493,25.522,1174,471,46
Phase 2,SuspiciousTFT,2.327,24.935,1147,493,46
Phase 2,Random,2.153,22.087,508,236,23
Phase 2,Prober,2.142,26.261,1208,564,46
Phase 2,Alternator,2.077,21.087,970,467,46
Phase 3,Bayesian,2.882,27.13,1248,433,46
Phase 3,GrimTrigger,2.822,26.58,1834,650,69
Phase 3,WinStayLoseShift,2.796,25.707,2365,846,92
Phase 3,Gradual,2.782,26.609,1224,440,46
Phase 3,TitForTat,2.769,29.674,1365,493,46
Phase 3,GenerousTFT,2.735,26.283,1209,442,46
Phase 3,OpenAI,2.564,28.652,1318,514,46
Phase 3,Prober,2.357,21.522,495,210,23
Phase 3,Gemini,2.303,22.783,1048,455,46
Phase 3,Alternator,2.114,16.087,370,175,23
Phase 3,SuspiciousTFT,2.061,21.413,985,478,46
Phase 3,Random,1.947,15.913,366,188,23
Phase 4,GenerousTFT,2.947,28.761,1323,449,46
Phase 4,WinStayLoseShift,2.924,27.461,3158,1080,115
Phase 4,GrimTrigger,2.912,22.348,2056,706,92
Phase 4,OpenAI,2.884,21.13,972,337,46
Phase 4,TitForTat,2.875,23.435,1078,375,46
Phase 4,Bayesian,2.79,30.449,2101,753,69
Phase 4,Gradual,2.745,20.348,936,341,46
Phase 4,Gemini,2.611,23.043,1060,406,46
Phase 4,Prober,2.277,18.217,419,184,23
Phase 4,Alternator,2.101,18.174,418,199,23
Phase 5,Gradual,2.988,27.804,1279,428,46
Phase 5,TitForTat,2.967,25.283,1163,392,46
Phase 5,WinStayLoseShift,2.951,26.022,3591,1217,138
Phase 5,GrimTrigger,2.937,27.991,3219,1096,115
Phase 5,GenerousTFT,2.934,28.13,1294,441,46
Phase 5,Bayesian,2.929,31.797,2194,749,69
Phase 5,OpenAI,2.899,22.565,1038,358,46
Phase 5,Gemini,2.523,20.457,941,373,46

SECTION 3: COMPLETE MATCH AND ROUND DATA
Phase,Match,Round,Agent1,Agent2,Move1,Move2,Payoff1,Payoff2,Reasoning1,Reasoning2
Phase 3,91,12,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,13,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,14,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,15,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,91,16,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,17,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,18,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,19,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,20,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,91,21,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,91,22,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,91,23,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,24,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,91,25,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,91,26,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,91,27,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,91,28,GrimTrigger_3,Random_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Randomly chose D.
Phase 3,91,29,GrimTrigger_3,Random_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Randomly chose C.
Phase 3,92,1,GrimTrigger_3,GenerousTFT_1,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,93,1,GrimTrigger_3,GenerousTFT_2,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,93,2,GrimTrigger_3,GenerousTFT_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,93,3,GrimTrigger_3,GenerousTFT_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,93,4,GrimTrigger_3,GenerousTFT_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,93,5,GrimTrigger_3,GenerousTFT_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,93,6,GrimTrigger_3,GenerousTFT_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,93,7,GrimTrigger_3,GenerousTFT_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,93,8,GrimTrigger_3,GenerousTFT_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,94,1,GrimTrigger_3,SuspiciousTFT_1,C,D,0,5,Starting with cooperation.,Starting with defection (suspicious).
Phase 3,94,2,GrimTrigger_3,SuspiciousTFT_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (C).
Phase 3,94,3,GrimTrigger_3,SuspiciousTFT_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,94,4,GrimTrigger_3,SuspiciousTFT_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,94,5,GrimTrigger_3,SuspiciousTFT_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,94,6,GrimTrigger_3,SuspiciousTFT_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,94,7,GrimTrigger_3,SuspiciousTFT_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,1,GrimTrigger_3,SuspiciousTFT_2,C,D,0,5,Starting with cooperation.,Starting with defection (suspicious).
Phase 3,95,2,GrimTrigger_3,SuspiciousTFT_2,D,C,5,0,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (C).
Phase 3,95,3,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,4,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,5,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,6,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,7,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,8,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,9,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,10,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,95,11,GrimTrigger_3,SuspiciousTFT_2,D,D,1,1,"Opponent has defected before, so I will defect forever.",Copying opponent's last move (D).
Phase 3,96,1,GrimTrigger_3,Gradual_1,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,96,2,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,3,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,4,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,5,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,6,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,7,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,8,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,9,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,10,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,11,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,12,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,13,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,14,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,15,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,16,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,17,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,18,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,19,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,96,20,GrimTrigger_3,Gradual_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,97,1,GrimTrigger_3,Gradual_2,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,97,2,GrimTrigger_3,Gradual_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,97,3,GrimTrigger_3,Gradual_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,97,4,GrimTrigger_3,Gradual_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,97,5,GrimTrigger_3,Gradual_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,97,6,GrimTrigger_3,Gradual_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,97,7,GrimTrigger_3,Gradual_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,97,8,GrimTrigger_3,Gradual_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,97,9,GrimTrigger_3,Gradual_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Opponent cooperated, so I'm cooperating too."
Phase 3,98,1,GrimTrigger_3,Prober_1,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,98,2,GrimTrigger_3,Prober_1,C,D,0,5,"Opponent has always cooperated, so I will cooperate.",Testing opponent with defection on second move.
Phase 3,98,3,GrimTrigger_3,Prober_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Back to cooperation for the third move.
Phase 3,98,4,GrimTrigger_3,Prober_1,D,D,1,1,"Opponent has defected before, so I will defect forever.","Playing Tit-for-Tat, copying opponent's last move (D)."
Phase 3,99,1,GrimTrigger_3,Alternator_1,C,C,3,3,Starting with cooperation.,Alternating pattern: cooperate on even-numbered rounds.
Phase 3,99,2,GrimTrigger_3,Alternator_1,C,D,0,5,"Opponent has always cooperated, so I will cooperate.",Alternating pattern: defect on odd-numbered rounds.
Phase 3,99,3,GrimTrigger_3,Alternator_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Alternating pattern: cooperate on even-numbered rounds.
Phase 3,99,4,GrimTrigger_3,Alternator_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Alternating pattern: defect on odd-numbered rounds.
Phase 3,99,5,GrimTrigger_3,Alternator_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Alternating pattern: cooperate on even-numbered rounds.
Phase 3,99,6,GrimTrigger_3,Alternator_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Alternating pattern: defect on odd-numbered rounds.
Phase 3,99,7,GrimTrigger_3,Alternator_1,D,C,5,0,"Opponent has defected before, so I will defect forever.",Alternating pattern: cooperate on even-numbered rounds.
Phase 3,99,8,GrimTrigger_3,Alternator_1,D,D,1,1,"Opponent has defected before, so I will defect forever.",Alternating pattern: defect on odd-numbered rounds.
Phase 3,100,1,GrimTrigger_3,Bayesian_1,C,C,3,3,Starting with cooperation.,Starting with cooperation to gather data.
Phase 3,101,1,GrimTrigger_3,Bayesian_2,C,C,3,3,Starting with cooperation.,Starting with cooperation to gather data.
Phase 3,101,2,GrimTrigger_3,Bayesian_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Not confident in opponent strategy yet. Probs: tit_for_tat:0.10, grim_trigger:0.10, win_stay_lose_shift:0.10, random:0.10, generous_tft:0.10, suspicious_tft:0.10, gradual:0.10, prober:0.10, alternator:0.10, always_cooperate:0.10. Using TFT."
Phase 3,101,3,GrimTrigger_3,Bayesian_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Not confident in opponent strategy yet. Probs: tit_for_tat:0.13, grim_trigger:0.13, win_stay_lose_shift:0.13, random:0.07, generous_tft:0.13, suspicious_tft:0.13, gradual:0.13, prober:0.01, alternator:0.01, always_cooperate:0.13. Using TFT."
Phase 3,102,1,GrimTrigger_3,OpenAI_1,C,C,3,3,Starting with cooperation.,"Since this is the first round and there is no prior information about the opponent's strategy, it is rational to start by cooperating (C). This initial cooperation sets a positive tone for potential future cooperation and allows for the possibility of establishing a mutually beneficial long-term strategy. Additionally, starting with cooperation aligns with the principle of reciprocity, as it may encourage the opponent to also cooperate in return."
Phase 3,103,1,GrimTrigger_3,OpenAI_2,C,C,3,3,Starting with cooperation.,"I will start by cooperating. Since there have been no moves played yet, there is no history to base my decision on. Starting with cooperation is a good strategy as it shows goodwill and gives the opponent a chance to reciprocate. This can potentially lead to a long-term cooperative relationship, resulting in higher overall scores for both players."
Phase 3,103,2,GrimTrigger_3,OpenAI_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Cooperating seems to be a good strategy so far since both players received 3 points in the previous round. It promotes mutual benefit and cooperation. Therefore, I will continue to cooperate."
Phase 3,103,3,GrimTrigger_3,OpenAI_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","Given that both my opponent and I have cooperated in the last two rounds, there is a sense of mutual trust and cooperation established between us. Since cooperation has been beneficial so far, I believe it is in my best interest to continue cooperating to maintain this positive outcome. Additionally, if I switch to defecting now, it may break the trust between us and lead to a less favorable outcome in the future rounds."
Phase 3,104,1,GrimTrigger_3,Gemini_1,C,C,3,3,Starting with cooperation.,"Since this is the first move, and the game can end at any time, it's best to try and cooperate initially to establish a potential pattern of cooperation, which yields the highest average payoff over time.  However, given the random termination, there's also an argument to defect immediately to guarantee at least one point if the game ends after the first round.  It's a bit of a gamble, but I'll opt for cooperation in hopes of fostering cooperation."
Phase 3,104,2,GrimTrigger_3,Gemini_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.",The opponent cooperated in the first round.  I will cooperate as well to establish potential for mutual cooperation and maximize points over the long run.
Phase 3,104,3,GrimTrigger_3,Gemini_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.",They've cooperated twice.  I'll cooperate again hoping they continue to cooperate.
Phase 3,104,4,GrimTrigger_3,Gemini_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","They have cooperated every time so far.  I will continue to cooperate, hoping they do the same, as this maximizes our combined scores."
Phase 3,104,5,GrimTrigger_3,Gemini_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","The opponent has cooperated every round so far.  Continuing to cooperate is the best strategy to maximize points if the opponent also continues to cooperate.  There's a small chance the game will end on any given round, so taking the guaranteed points now is better than risking defection.  Tit-for-tat is a good general strategy, so I'll cooperate as long as the opponent does."
Phase 3,104,6,GrimTrigger_3,Gemini_1,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","The opponent has cooperated every round so far.  Continuing to cooperate is the best strategy to maximize points, assuming the opponent continues to cooperate.  There's always the risk they will defect, but mutual cooperation yields the highest average score.  Since the game can end at any time, I want to maximize my score for each potential ending."
Phase 3,105,1,GrimTrigger_3,Gemini_2,C,C,3,3,Starting with cooperation.,"Since there's no prior history, I'll start by cooperating.  Hopefully, the opponent will reciprocate and we can both benefit."
Phase 3,105,2,GrimTrigger_3,Gemini_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.","The opponent cooperated in the first round.  Since the game can end randomly at any time, and cooperation yields the highest mutual reward, I will cooperate to start and hope the opponent does the same."
Phase 3,105,3,GrimTrigger_3,Gemini_2,C,C,3,3,"Opponent has always cooperated, so I will cooperate.",They've cooperated twice.  I will cooperate again hoping they continue to cooperate.
Phase 3,106,1,WinStayLoseShift_1,WinStayLoseShift_2,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,106,2,WinStayLoseShift_1,WinStayLoseShift_2,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,107,1,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,107,2,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,107,3,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,107,4,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,107,5,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,107,6,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,107,7,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,107,8,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,107,9,WinStayLoseShift_1,WinStayLoseShift_3,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,108,1,WinStayLoseShift_1,WinStayLoseShift_4,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,108,2,WinStayLoseShift_1,WinStayLoseShift_4,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,108,3,WinStayLoseShift_1,WinStayLoseShift_4,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,108,4,WinStayLoseShift_1,WinStayLoseShift_4,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,108,5,WinStayLoseShift_1,WinStayLoseShift_4,C,C,3,3,"Last round was a 'win', staying with C.","Last round was a 'win', staying with C."
Phase 3,109,1,WinStayLoseShift_1,Random_1,C,D,0,5,Starting with cooperation.,Randomly chose D.
Phase 3,109,2,WinStayLoseShift_1,Random_1,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Randomly chose C.
Phase 3,109,3,WinStayLoseShift_1,Random_1,C,C,3,3,"Last round was a 'loss', shifting from D to C.",Randomly chose C.
Phase 3,109,4,WinStayLoseShift_1,Random_1,C,D,0,5,"Last round was a 'win', staying with C.",Randomly chose D.
Phase 3,109,5,WinStayLoseShift_1,Random_1,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Randomly chose C.
Phase 3,109,6,WinStayLoseShift_1,Random_1,C,C,3,3,"Last round was a 'loss', shifting from D to C.",Randomly chose C.
Phase 3,109,7,WinStayLoseShift_1,Random_1,C,D,0,5,"Last round was a 'win', staying with C.",Randomly chose D.
Phase 3,109,8,WinStayLoseShift_1,Random_1,D,D,1,1,"Last round was a 'loss', shifting from C to D.",Randomly chose D.
Phase 3,109,9,WinStayLoseShift_1,Random_1,D,D,1,1,"Last round was a 'win', staying with D.",Randomly chose D.
Phase 3,109,10,WinStayLoseShift_1,Random_1,D,D,1,1,"Last round was a 'win', staying with D.",Randomly chose D.
Phase 3,109,11,WinStayLoseShift_1,Random_1,D,D,1,1,"Last round was a 'win', staying with D.",Randomly chose D.
Phase 3,109,12,WinStayLoseShift_1,Random_1,D,D,1,1,"Last round was a 'win', staying with D.",Randomly chose D.
Phase 3,110,1,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,110,2,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,"Last round was a 'win', staying with C.","Opponent cooperated, so I'm cooperating too."
Phase 3,110,3,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,"Last round was a 'win', staying with C.","Opponent cooperated, so I'm cooperating too."
Phase 3,110,4,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,"Last round was a 'win', staying with C.","Opponent cooperated, so I'm cooperating too."
Phase 3,110,5,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,"Last round was a 'win', staying with C.","Opponent cooperated, so I'm cooperating too."
Phase 3,110,6,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,"Last round was a 'win', staying with C.","Opponent cooperated, so I'm cooperating too."
Phase 3,110,7,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,"Last round was a 'win', staying with C.","Opponent cooperated, so I'm cooperating too."
Phase 3,110,8,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,"Last round was a 'win', staying with C.","Opponent cooperated, so I'm cooperating too."
Phase 3,110,9,WinStayLoseShift_1,GenerousTFT_1,C,C,3,3,"Last round was a 'win', staying with C.","Opponent cooperated, so I'm cooperating too."
Phase 3,111,1,WinStayLoseShift_1,GenerousTFT_2,C,C,3,3,Starting with cooperation.,Starting with cooperation.
Phase 3,112,1,WinStayLoseShift_1,SuspiciousTFT_1,C,D,0,5,Starting with cooperation.,Starting with defection (suspicious).
Phase 3,112,2,WinStayLoseShift_1,SuspiciousTFT_1,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Copying opponent's last move (C).
Phase 3,112,3,WinStayLoseShift_1,SuspiciousTFT_1,C,D,0,5,"Last round was a 'loss', shifting from D to C.",Copying opponent's last move (D).
Phase 3,112,4,WinStayLoseShift_1,SuspiciousTFT_1,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Copying opponent's last move (C).
Phase 3,112,5,WinStayLoseShift_1,SuspiciousTFT_1,C,D,0,5,"Last round was a 'loss', shifting from D to C.",Copying opponent's last move (D).
Phase 3,112,6,WinStayLoseShift_1,SuspiciousTFT_1,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Copying opponent's last move (C).
Phase 3,112,7,WinStayLoseShift_1,SuspiciousTFT_1,C,D,0,5,"Last round was a 'loss', shifting from D to C.",Copying opponent's last move (D).
Phase 3,112,8,WinStayLoseShift_1,SuspiciousTFT_1,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Copying opponent's last move (C).
Phase 3,112,9,WinStayLoseShift_1,SuspiciousTFT_1,C,D,0,5,"Last round was a 'loss', shifting from D to C.",Copying opponent's last move (D).
Phase 3,112,10,WinStayLoseShift_1,SuspiciousTFT_1,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Copying opponent's last move (C).
Phase 3,113,1,WinStayLoseShift_1,SuspiciousTFT_2,C,D,0,5,Starting with cooperation.,Starting with defection (suspicious).
Phase 3,113,2,WinStayLoseShift_1,SuspiciousTFT_2,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Copying opponent's last move (C).
Phase 3,113,3,WinStayLoseShift_1,SuspiciousTFT_2,C,D,0,5,"Last round was a 'loss', shifting from D to C.",Copying opponent's last move (D).
Phase 3,113,4,WinStayLoseShift_1,SuspiciousTFT_2,D,C,5,0,"Last round was a 'loss', shifting from C to D.",Copying opponent's last move (C).
Phase 3,114,1,WinStayLoseShift_1,Gradual_1,C,C,3,3,Starting with cooperation.,Starting with cooperation.
